transaction_amount,device_type,browser,payment_method,country,num_items,time_on_site_sec,is_first_purchase,referral,hour_of_day,account_age_days,Fraud
39.37,Desktop,Edge,PayPal,US,7,202.0,Yes,Search,4,1767,0
6.18,Desktop,Chrome,PayPal,US,1,37.0,Yes,Direct,0,1802,0
11.34,Desktop,Chrome,Card,US,2,513.0,Yes,Search,20,220,0
5.48,Mobile,Chrome,PayPal,CN,3,144.0,No,Search,13,415,0
185.02,Desktop,Edge,Card,Other,2,54.0,No,Direct,0,1093,0
317.97,Desktop,Safari,PayPal,BR,5,150.0,Yes,Direct,3,1514,0
34.66,Mobile,Chrome,PayPal,UK,6,181.0,Yes,Social,0,124,0
43.27,Desktop,Safari,PayPal,CN,6,199.0,No,Social,22,1574,0
10.81,Desktop,Chrome,Card,US,3,215.0,No,Search,15,353,0
698.57,Desktop,Edge,Card,UK,6,0.0,Yes,Search,21,413,1
18.18,Desktop,Safari,Card,US,6,149.0,No,Direct,9,1187,0
63.49,Desktop,Firefox,PayPal,Other,2,14.0,No,Search,9,1155,0
84.25,Tablet,Chrome,Card,IN,5,591.0,No,Search,7,645,0
210.98,Mobile,Safari,Card,FR,6,234.0,Yes,Social,8,131,1
7.52,Tablet,Chrome,Card,FR,7,217.0,No,Search,11,1396,0
3.0700000000000003,Desktop,Chrome,PayPal,US,1,30.0,Yes,Search,12,1036,0
23.96,Desktop,Chrome,Card,US,1,173.0,No,Direct,5,1212,0
74.46,Desktop,Firefox,PayPal,IN,5,91.0,Yes,Search,6,449,0
-0.5,Mobile,Safari,Card,UK,7,76.0,No,Direct,8,824,0
28.62,Desktop,Safari,PayPal,CN,2,300.0,No,Direct,3,1350,0
19.4,Mobile,Chrome,Card,CN,3,164.0,Yes,Search,11,1546,0
49.26,Desktop,Safari,PayPal,US,5,69.0,Yes,Direct,13,1353,0
34.09,Mobile,Chrome,Card,US,2,295.0,Yes,Ads,3,1246,0
133.06,Desktop,Chrome,PayPal,US,2,477.0,No,Search,10,654,0
191.2,Tablet,Firefox,Card,FR,6,120.0,No,Search,18,693,0
36.94,Mobile,Firefox,Card,US,4,55.0,Yes,Search,20,1131,0
4.23,Desktop,Safari,Card,FR,6,124.0,No,Direct,8,1439,0
58.900000000000006,Mobile,Chrome,Card,UK,3,82.0,Yes,Direct,10,1381,0
30.73,Desktop,Chrome,Card,US,3,219.0,Yes,Search,13,1585,0
12.579999999999998,Tablet,Chrome,Card,CN,2,50.0,Yes,Search,17,1176,0
45.04,Mobile,Firefox,Card,IN,7,154.0,No,Search,6,1603,0
10.920000000000002,Mobile,Edge,PayPal,Other,3,34.0,No,Search,3,1650,0
30.270000000000003,Desktop,Chrome,Card,UK,6,49.0,No,Search,5,1234,0
70.67,Desktop,Safari,PayPal,Other,6,507.0,No,Social,11,1170,0
145.89,Mobile,Firefox,Card,FR,1,176.0,No,Social,2,1163,0
37.45,Mobile,Chrome,PayPal,DE,1,223.0,Yes,Search,1,216,0
11.43,Tablet,Safari,Card,UK,2,356.0,Yes,Search,18,54,0
65.22,Mobile,Chrome,Card,BR,6,52.0,No,Search,6,1545,0
177.18,Mobile,Safari,Card,UK,6,0.0,Yes,Direct,4,453,1
185.73,Mobile,Chrome,BankTransfer,US,3,314.0,No,Direct,17,1109,0
60.45,Mobile,Chrome,Card,UK,3,500.0,Yes,Search,18,528,0
244.11,Desktop,Safari,Card,US,3,31.0,No,Search,17,132,1
56.89,Desktop,Chrome,Card,FR,2,77.0,No,Social,15,810,0
19.54,Mobile,Edge,Card,BR,5,92.0,No,Ads,21,218,0
25.04,Tablet,Chrome,PayPal,IN,5,168.0,Yes,Search,22,383,0
24.630000000000003,Mobile,Chrome,Card,Other,7,175.0,No,Direct,12,1490,0
15.21,Tablet,Safari,PayPal,IN,5,115.0,No,Search,2,102,0
7.120000000000001,Desktop,Safari,PayPal,US,1,193.0,Yes,Direct,10,1048,0
32.35,Desktop,Chrome,PayPal,IN,7,152.0,Yes,Search,21,197,0
84.0,Mobile,Safari,BankTransfer,Other,3,108.0,No,Search,19,125,0
42.97,Desktop,Chrome,Card,CN,5,80.0,No,Social,21,1078,0
126.25,Desktop,Edge,PayPal,CN,2,251.0,No,Search,17,1060,0
57.72,Desktop,Chrome,Card,US,5,55.0,Yes,Social,8,1666,0
71.98,Desktop,Chrome,Card,IN,2,88.0,Yes,Ads,11,1431,0
39.28,Mobile,Chrome,PayPal,IN,7,123.0,Yes,Search,23,1105,0
25.700000000000003,Desktop,Safari,Card,FR,4,304.0,Yes,Search,0,1647,0
-0.9800000000000004,Desktop,Other,PayPal,FR,2,119.0,No,Search,8,30,0
9.010000000000002,Tablet,Chrome,Card,UK,2,192.0,No,Search,17,86,0
22.43,Mobile,Chrome,Card,BR,5,420.0,No,Direct,16,1253,0
24.25,Mobile,Chrome,PayPal,US,6,161.0,No,Search,10,1411,0
185.84,Desktop,Safari,Card,US,6,90.0,Yes,Search,2,1612,0
57.97,Desktop,Other,PayPal,BR,2,63.0,Yes,Direct,1,801,0
69.21,Desktop,Chrome,Card,UK,3,64.0,Yes,Search,13,230,0
66.33,Desktop,Edge,Card,US,3,216.0,Yes,Search,20,1733,0
147.67,Mobile,Chrome,PayPal,FR,4,150.0,No,Ads,19,1134,0
199.94,Desktop,Firefox,PayPal,CN,5,158.0,No,Search,15,1774,0
13.05,Mobile,Chrome,Card,IN,3,49.0,No,Search,15,665,0
20.12,Mobile,Chrome,Card,US,7,101.0,Yes,Search,13,1447,0
54.98,Mobile,Chrome,BankTransfer,UK,5,157.0,No,Social,1,939,0
714.12,Mobile,Firefox,PayPal,US,6,163.0,No,Direct,14,568,0
33.44,Desktop,Safari,Card,US,5,180.0,No,Search,6,1370,0
157.47,Tablet,Chrome,COD,CN,5,46.0,Yes,Ads,1,1471,0
9.9,Tablet,Chrome,Card,US,2,172.0,Yes,Social,2,1658,0
42.61,Mobile,Chrome,PayPal,BR,7,260.0,No,Search,9,843,0
5.51,Mobile,Safari,BankTransfer,US,4,155.0,No,Search,20,996,0
25.8,Mobile,Chrome,Card,BR,3,35.0,Yes,Direct,0,327,0
95.38,Desktop,Chrome,Card,UK,5,218.0,No,Search,5,79,0
58.47,Mobile,Firefox,Card,BR,5,153.0,No,Search,13,1482,0
11.5,Mobile,Chrome,Card,DE,1,236.0,No,Search,19,1247,0
189.07,Desktop,Firefox,Card,FR,2,281.0,No,Search,2,285,0
152.6,Desktop,Chrome,Card,US,6,53.0,No,Search,5,1671,0
67.22,Mobile,Chrome,Card,DE,4,282.0,Yes,Direct,22,1284,0
32.4,Desktop,Chrome,Card,US,3,140.0,No,Direct,13,194,0
368.08,Desktop,Safari,Card,IN,3,133.0,Yes,Ads,20,930,1
102.95,Mobile,Safari,PayPal,FR,2,59.0,No,Direct,8,21,0
51.62,Mobile,Chrome,Card,US,1,74.0,Yes,Ads,0,829,0
14.94,Tablet,Chrome,Card,CN,1,105.0,No,Search,13,800,0
4.710000000000001,Mobile,Chrome,Card,CN,6,458.0,No,Search,15,923,0
248.77,Mobile,Chrome,Card,DE,2,35.0,Yes,Direct,16,1206,0
210.2,Mobile,Safari,Card,DE,3,384.0,Yes,Direct,21,1609,0
151.67,Mobile,Chrome,PayPal,IN,5,104.0,Yes,Ads,9,526,0
148.96,Desktop,Chrome,PayPal,UK,2,74.0,Yes,Search,13,742,0
46.8,Tablet,Chrome,Card,Other,1,341.0,No,Social,11,263,0
8.510000000000002,Mobile,Chrome,PayPal,BR,2,81.0,No,Search,10,876,0
27.5,Mobile,Chrome,PayPal,IN,5,406.0,Yes,Direct,18,570,0
223.77,Desktop,Chrome,Card,BR,1,77.0,No,Ads,18,452,0
67.42,Tablet,Chrome,PayPal,BR,5,404.0,No,Social,18,342,0
67.89,Mobile,Chrome,PayPal,US,5,104.0,No,Direct,8,1185,0
69.83,Mobile,Chrome,Card,Other,6,274.0,No,Search,7,1717,0
49.46,Mobile,Edge,Card,US,5,56.0,No,Search,8,1693,0
0.0999999999999996,Mobile,Chrome,Card,BR,7,253.0,No,Search,14,1799,0
32.61,Mobile,Chrome,PayPal,US,3,199.0,No,Social,19,428,0
81.03,Desktop,Firefox,Card,IN,6,54.0,Yes,Search,7,452,0
283.19,Desktop,Firefox,Card,IN,3,380.0,Yes,Direct,21,1288,1
20.3,Mobile,Chrome,PayPal,UK,3,87.0,No,Social,0,771,0
40.35,Desktop,Chrome,Card,US,3,459.0,Yes,Social,1,538,0
6.109999999999999,Desktop,Edge,Card,FR,4,128.0,Yes,Direct,11,1242,0
1.85,Desktop,Chrome,Card,Other,6,98.0,No,Social,12,107,0
214.53,Desktop,Safari,Card,DE,6,115.0,No,Social,21,1041,0
320.0,Mobile,Firefox,PayPal,FR,5,62.0,No,Search,5,759,0
81.3,Desktop,Firefox,Card,Other,5,56.0,Yes,Ads,0,1681,0
73.84,Desktop,Chrome,Card,Other,4,79.0,Yes,Search,11,376,0
8.649999999999999,Tablet,Safari,PayPal,Other,3,15.0,Yes,Search,9,1307,0
10.43,Desktop,Other,Card,IN,4,230.0,No,Search,11,1811,0
38.36,Desktop,Chrome,BankTransfer,US,5,157.0,No,Search,7,142,0
37.05,Desktop,Chrome,PayPal,US,3,144.0,No,Search,18,259,0
11.98,Desktop,Safari,COD,US,5,275.0,Yes,Search,13,1416,0
25.74,Mobile,Chrome,Card,CN,4,109.0,No,Search,6,145,0
104.0,Desktop,Chrome,Card,BR,7,16.0,Yes,Direct,9,898,0
44.94,Mobile,Chrome,Card,US,6,122.0,Yes,Direct,14,812,0
57.040000000000006,Desktop,Chrome,Card,UK,4,83.0,No,Ads,5,653,0
23.590000000000003,Desktop,Edge,COD,US,6,166.0,No,Direct,1,1371,0
642.04,Mobile,Other,PayPal,US,1,119.0,No,Ads,10,1639,1
62.85,Mobile,Chrome,Card,BR,2,136.0,No,Direct,14,1526,0
49.19,Mobile,Chrome,PayPal,CN,2,87.0,No,Ads,15,1648,0
54.45,Mobile,Chrome,COD,US,7,133.0,Yes,Ads,16,114,0
184.48,Desktop,Other,Card,FR,7,492.0,No,Search,12,1748,0
-1.0999999999999996,Mobile,Chrome,COD,US,5,160.0,No,Ads,2,1519,0
35.59,Mobile,Safari,Card,CN,3,153.0,Yes,Direct,4,1055,0
-3.43,Mobile,Chrome,Card,CN,3,120.0,No,Search,10,1298,0
110.73,Mobile,Chrome,PayPal,Other,6,201.0,Yes,Direct,20,1051,0
107.86,Desktop,Chrome,Card,DE,6,271.0,Yes,Social,21,1155,0
38.57,Mobile,Firefox,Card,BR,5,50.0,No,Search,1,411,0
114.35,Desktop,Firefox,Card,US,6,511.0,No,Direct,17,952,0
28.51,Desktop,Chrome,Card,FR,3,31.0,Yes,Social,2,1609,0
6.079999999999998,Tablet,Chrome,BankTransfer,DE,7,272.0,No,Search,17,1462,0
4.42,Desktop,Edge,BankTransfer,CN,6,173.0,No,Social,2,85,0
53.79,Desktop,Chrome,PayPal,UK,6,105.0,Yes,Direct,3,1465,0
154.61,Desktop,Safari,PayPal,UK,2,242.0,No,Search,2,1218,0
400.54,Tablet,Safari,PayPal,UK,6,66.0,No,Search,1,1732,0
13.18,Desktop,Chrome,Card,Other,3,311.0,No,Search,9,1342,0
9.72,Mobile,Chrome,PayPal,US,7,87.0,Yes,Search,18,1671,0
168.69,Mobile,Chrome,PayPal,FR,3,153.0,No,Ads,3,1485,0
57.47,Desktop,Chrome,Card,IN,5,26.0,No,Search,10,1098,0
-2.95,Mobile,Chrome,Card,BR,7,182.0,Yes,Direct,13,633,0
68.02,Tablet,Chrome,COD,FR,3,115.0,No,Social,22,1175,0
32.21,Mobile,Chrome,BankTransfer,US,3,297.0,No,Social,13,1390,0
20.07,Tablet,Chrome,PayPal,CN,7,229.0,No,Search,15,1452,0
48.36,Desktop,Firefox,Card,IN,4,252.0,Yes,Ads,4,1129,0
14.56,Desktop,Chrome,Card,US,6,31.0,Yes,Direct,2,234,0
89.71,Desktop,Firefox,Card,CN,4,58.0,No,Social,16,1051,0
18.52,Mobile,Other,Card,UK,6,50.0,Yes,Search,12,662,0
163.57,Mobile,Safari,PayPal,US,5,75.0,Yes,Ads,7,1265,0
41.4,Mobile,Edge,Card,UK,1,36.0,No,Search,23,1683,0
219.99,Desktop,Other,Card,US,7,258.0,Yes,Search,1,668,0
255.47000000000003,Desktop,Chrome,Card,US,5,22.0,Yes,Direct,1,95,0
26.29,Desktop,Chrome,Card,UK,3,94.0,No,Direct,21,1343,0
7.82,Mobile,Chrome,PayPal,US,3,216.0,No,Direct,22,285,0
24.270000000000003,Mobile,Chrome,PayPal,DE,6,76.0,No,Search,2,648,0
21.56,Desktop,Chrome,PayPal,DE,3,45.0,Yes,Direct,11,288,0
90.07,Desktop,Chrome,Card,BR,6,149.0,No,Search,14,1287,0
136.18,Desktop,Safari,Card,DE,6,94.0,Yes,Social,0,1136,0
96.23,Tablet,Safari,Card,US,5,226.0,No,Direct,12,505,0
34.79,Desktop,Chrome,Card,UK,6,243.0,Yes,Direct,7,201,0
12.170000000000002,Mobile,Safari,Card,IN,7,129.0,Yes,Search,8,770,0
647.63,Desktop,Chrome,PayPal,UK,3,138.0,No,Search,16,815,1
148.53,Mobile,Firefox,Card,Other,4,299.0,Yes,Direct,2,966,0
12.75,Mobile,Firefox,Card,DE,2,169.0,No,Search,0,649,0
107.07,Mobile,Chrome,PayPal,FR,6,183.0,Yes,Search,14,1096,0
20.69,Desktop,Chrome,Card,DE,5,269.0,No,Search,12,1323,0
26.700000000000003,Mobile,Firefox,PayPal,CN,3,103.0,No,Direct,0,1350,0
16.73,Tablet,Chrome,PayPal,IN,3,210.0,No,Direct,17,1234,0
29.380000000000003,Desktop,Chrome,Card,BR,6,176.0,Yes,Direct,1,467,0
316.49,Desktop,Safari,PayPal,UK,4,147.0,No,Social,14,1080,0
70.98,Desktop,Chrome,COD,IN,1,395.0,No,Direct,1,305,0
14.670000000000002,Desktop,Chrome,Card,IN,2,171.0,Yes,Direct,8,1788,0
31.71,Desktop,Chrome,Card,US,5,99.0,No,Search,16,976,0
25.61,Desktop,Chrome,Card,Other,3,79.0,No,Search,23,706,0
0.2200000000000006,Desktop,Chrome,Card,IN,7,311.0,Yes,Search,15,211,0
23.08,Tablet,Chrome,COD,UK,6,95.0,No,Search,13,117,0
35.67,Desktop,Safari,Card,US,5,335.0,Yes,Search,17,1658,0
52.01,Mobile,Firefox,COD,CN,4,43.0,Yes,Direct,18,485,0
34.88,Desktop,Safari,Card,CN,4,140.0,No,Direct,1,1205,0
190.58,Mobile,Firefox,COD,US,4,167.0,Yes,Search,3,1223,0
47.28,Desktop,Chrome,Card,BR,3,182.0,No,Search,23,792,0
41.05,Mobile,Edge,Card,IN,2,177.0,No,Ads,2,1388,0
59.790000000000006,Tablet,Chrome,Card,US,6,350.0,No,Search,21,890,0
183.42,Desktop,Edge,Card,UK,6,114.0,No,Social,4,152,0
2.210000000000001,Mobile,Chrome,PayPal,US,1,254.0,Yes,Social,5,547,0
31.9,Mobile,Chrome,PayPal,Other,3,97.0,Yes,Direct,17,834,0
150.18,Mobile,Other,Card,UK,1,286.0,Yes,Social,3,1319,0
12.36,Mobile,Chrome,Card,Other,2,100.0,Yes,Search,5,1517,0
110.74,Desktop,Chrome,COD,US,6,134.0,No,Search,1,851,0
3.53,Desktop,Firefox,Card,FR,2,270.0,Yes,Social,14,1282,0
166.28,Mobile,Firefox,Card,Other,6,194.0,No,Direct,8,1746,0
5.94,Mobile,Edge,COD,IN,5,194.0,Yes,Direct,22,1290,0
212.28,Tablet,Safari,Card,IN,6,51.0,No,Direct,19,1390,0
56.48,Desktop,Chrome,BankTransfer,US,7,141.0,Yes,Search,20,1734,0
6.059999999999999,Desktop,Firefox,Card,Other,1,177.0,Yes,Search,2,1521,0
7.16,Desktop,Chrome,Card,DE,1,151.0,Yes,Search,14,1224,0
29.48,Mobile,Safari,PayPal,UK,6,137.0,Yes,Search,21,734,0
21.89,Desktop,Safari,PayPal,DE,2,237.0,No,Direct,14,371,0
36.06,Tablet,Safari,Card,US,3,66.0,No,Social,3,236,0
53.37,Tablet,Safari,COD,UK,2,77.0,No,Search,10,134,0
7.329999999999998,Mobile,Edge,BankTransfer,UK,4,92.0,Yes,Search,23,1051,0
58.95,Mobile,Chrome,Card,US,6,65.0,No,Direct,11,1539,0
12.73,Mobile,Chrome,PayPal,US,4,153.0,No,Direct,11,1711,0
43.88,Desktop,Chrome,PayPal,UK,5,188.0,No,Ads,2,181,0
5.300000000000001,Desktop,Chrome,COD,CN,6,170.0,No,Social,7,1189,0
98.45,Mobile,Firefox,Card,US,2,122.0,Yes,Direct,0,1037,0
45.38,Desktop,Safari,Card,BR,4,52.0,No,Search,18,1498,0
78.15,Mobile,Firefox,Card,DE,6,181.0,Yes,Direct,0,1677,0
6.859999999999999,Mobile,Firefox,Card,US,3,109.0,No,Search,6,693,0
38.78,Desktop,Firefox,Card,UK,1,170.0,No,Ads,22,187,0
62.63,Desktop,Firefox,PayPal,US,2,87.0,Yes,Search,5,203,0
90.99,Mobile,Chrome,Card,DE,1,198.0,No,Social,1,747,0
136.72,Tablet,Chrome,PayPal,Other,2,496.0,No,Search,7,1326,0
44.25,Mobile,Chrome,PayPal,FR,5,35.0,Yes,Ads,21,1149,0
54.63,Mobile,Chrome,Card,IN,3,40.0,No,Search,2,1073,0
32.31,Desktop,Chrome,Card,IN,3,153.0,Yes,Search,23,471,0
300.88,Tablet,Safari,PayPal,BR,7,75.0,Yes,Search,20,817,0
122.9,Desktop,Chrome,COD,CN,1,137.0,Yes,Social,16,668,0
75.33,Desktop,Chrome,PayPal,DE,3,113.0,Yes,Direct,8,777,0
61.71,Desktop,Chrome,Card,CN,3,82.0,No,Direct,10,1575,0
576.44,Desktop,Chrome,PayPal,IN,7,249.0,Yes,Direct,21,1805,0
88.53,Desktop,Safari,PayPal,US,3,500.0,Yes,Social,14,706,0
19.98,Mobile,Firefox,Card,US,3,144.0,Yes,Search,21,1460,0
156.87,Mobile,Chrome,Card,IN,3,274.0,No,Ads,13,375,0
35.25,Desktop,Chrome,PayPal,IN,3,290.0,No,Search,13,665,0
37.25,Mobile,Safari,Card,DE,4,124.0,No,Direct,18,33,0
33.29,Tablet,Chrome,Card,FR,7,79.0,Yes,Search,14,658,0
97.94,Tablet,Safari,Card,US,7,282.0,Yes,Direct,10,371,0
11.15,Desktop,Safari,PayPal,US,4,597.0,No,Search,13,1475,0
18.86,Desktop,Chrome,BankTransfer,DE,4,147.0,Yes,Social,23,38,0
-6.52,Desktop,Chrome,PayPal,Other,1,116.0,No,Search,21,1105,0
75.42,Mobile,Safari,BankTransfer,UK,2,179.0,Yes,Search,8,1526,0
161.38,Mobile,Edge,BankTransfer,DE,4,95.0,No,Direct,7,843,0
215.16,Desktop,Other,Card,UK,6,251.0,No,Direct,7,1604,0
423.15,Mobile,Chrome,PayPal,FR,7,298.0,Yes,Search,9,1776,0
39.85,Tablet,Chrome,Card,Other,7,295.0,Yes,Direct,7,1557,0
26.99,Desktop,Chrome,Card,UK,4,153.0,No,Search,1,1441,0
138.55,Desktop,Chrome,BankTransfer,FR,1,193.0,Yes,Search,13,1524,0
10.18,Mobile,Edge,Card,IN,4,66.0,Yes,Social,4,13,0
9.829999999999998,Mobile,Chrome,Card,US,6,660.0,Yes,Ads,22,1478,0
-3.65,Desktop,Chrome,Card,IN,2,38.0,Yes,Direct,14,1245,0
105.52,Desktop,Safari,Card,US,6,65.0,Yes,Search,18,39,0
327.36,Desktop,Safari,PayPal,US,5,46.0,Yes,Direct,3,259,1
14.89,Mobile,Chrome,Card,DE,2,243.0,Yes,Search,0,1340,0
25.12,Mobile,Chrome,Card,DE,7,105.0,Yes,Search,11,525,0
374.81,Mobile,Safari,Card,UK,5,15.0,No,Social,13,1004,1
34.15,Mobile,Chrome,PayPal,Other,6,44.0,No,Search,8,703,0
12.56,Desktop,Chrome,Card,IN,5,177.0,No,Ads,5,1307,0
54.45,Mobile,Chrome,Card,Other,6,138.0,No,Direct,19,35,0
0.0999999999999996,Mobile,Edge,Card,US,7,234.0,Yes,Social,17,840,0
120.31,Desktop,Chrome,Card,US,7,83.0,Yes,Ads,23,1778,0
0.6699999999999999,Mobile,Edge,Card,CN,4,219.0,No,Search,7,1172,0
-2.58,Mobile,Edge,Card,IN,6,125.0,Yes,Search,13,605,0
132.94,Mobile,Chrome,Card,UK,2,248.0,No,Direct,20,1400,0
45.62,Mobile,Firefox,Card,BR,4,119.0,Yes,Search,19,845,0
11.5,Desktop,Firefox,BankTransfer,US,7,163.0,Yes,Search,13,142,0
143.71,Mobile,Safari,BankTransfer,UK,7,153.0,No,Search,14,574,0
66.13,Desktop,Firefox,Card,US,7,246.0,No,Ads,1,363,0
40.06,Mobile,Chrome,PayPal,US,2,58.0,Yes,Search,2,1791,0
15.11,Mobile,Chrome,Card,US,1,70.0,No,Direct,10,1619,0
7.43,Mobile,Safari,Card,IN,5,167.0,No,Ads,5,1072,0
103.56,Mobile,Chrome,Card,US,2,87.0,No,Search,19,1478,0
-1.0399999999999991,Mobile,Chrome,PayPal,US,6,277.0,No,Search,15,370,0
281.59000000000003,Tablet,Chrome,Card,Other,3,23.0,No,Social,12,181,1
51.03,Desktop,Other,Card,US,2,237.0,No,Search,0,1413,0
2.18,Desktop,Chrome,PayPal,IN,5,98.0,No,Search,6,914,0
42.31,Desktop,Firefox,BankTransfer,DE,5,161.0,No,Search,17,1694,0
50.45,Mobile,Chrome,PayPal,US,1,53.0,No,Direct,11,364,0
9.41,Mobile,Safari,PayPal,US,3,59.0,Yes,Search,3,1362,0
340.56,Mobile,Firefox,Card,BR,7,328.0,No,Search,12,984,0
20.58,Desktop,Chrome,PayPal,FR,7,133.0,No,Search,20,207,0
12.73,Mobile,Firefox,Card,IN,6,307.0,No,Social,8,1435,0
10.7,Mobile,Firefox,Card,US,6,82.0,No,Direct,7,1521,0
45.63,Desktop,Safari,PayPal,UK,2,98.0,No,Direct,15,273,0
49.03,Desktop,Chrome,Card,BR,6,75.0,No,Search,15,753,0
2.7200000000000006,Mobile,Safari,Card,FR,2,246.0,Yes,Search,20,1385,0
14.16,Desktop,Firefox,PayPal,US,1,78.0,Yes,Social,11,230,0
195.54,Mobile,Safari,Card,FR,2,100.0,Yes,Direct,20,417,0
-1.1099999999999994,Desktop,Chrome,Card,DE,3,175.0,Yes,Search,7,939,0
1.4700000000000006,Mobile,Chrome,BankTransfer,US,1,52.0,Yes,Search,20,934,0
93.28,Desktop,Chrome,PayPal,IN,1,252.0,No,Direct,21,603,0
43.75,Desktop,Chrome,Card,US,2,190.0,No,Direct,8,999,0
60.23,Mobile,Firefox,Card,FR,1,177.0,No,Search,10,465,0
1.3200000000000005,Desktop,Chrome,COD,IN,7,154.0,Yes,Search,7,25,0
245.83,Desktop,Firefox,Card,IN,4,83.0,No,Social,19,64,0
-4.4,Mobile,Chrome,Card,FR,6,273.0,No,Direct,7,333,0
89.3,Desktop,Chrome,Card,Other,2,54.0,No,Search,12,1814,0
62.36,Mobile,Chrome,Card,US,3,170.0,No,Social,23,611,0
105.22,Mobile,Safari,BankTransfer,US,6,204.0,Yes,Search,21,1012,0
331.08,Desktop,Edge,Card,Other,2,72.0,No,Direct,4,1313,0
42.96,Desktop,Chrome,PayPal,CN,5,358.0,No,Direct,7,174,0
18.39,Desktop,Chrome,COD,Other,6,314.0,No,Search,16,1350,0
33.75,Desktop,Chrome,Card,FR,2,57.0,No,Direct,6,1472,0
52.69,Mobile,Chrome,BankTransfer,CN,4,86.0,No,Direct,5,890,0
54.34,Desktop,Safari,PayPal,FR,2,50.0,No,Direct,2,172,0
7.829999999999998,Desktop,Firefox,PayPal,DE,6,108.0,No,Search,20,551,0
128.29,Tablet,Chrome,PayPal,FR,6,157.0,Yes,Social,9,1518,0
-2.4800000000000004,Mobile,Firefox,Card,UK,4,23.0,No,Direct,8,540,0
93.91,Mobile,Firefox,PayPal,US,6,122.0,Yes,Search,8,1742,0
46.23,Mobile,Firefox,PayPal,UK,7,111.0,Yes,Social,10,110,0
83.58,Desktop,Safari,PayPal,US,6,112.0,No,Direct,9,1715,0
166.13,Desktop,Firefox,Card,US,6,44.0,Yes,Search,1,560,0
64.33,Tablet,Chrome,PayPal,FR,7,134.0,Yes,Search,21,1178,0
49.0,Mobile,Edge,Card,IN,3,118.0,No,Social,6,13,0
3.03,Desktop,Chrome,PayPal,IN,7,227.0,Yes,Search,19,979,0
8.59,Desktop,Firefox,Card,DE,3,52.0,No,Ads,7,1571,0
30.99,Mobile,Chrome,Card,BR,4,58.0,Yes,Search,15,668,0
260.72,Mobile,Safari,Card,IN,5,249.0,No,Direct,19,1625,0
320.16,Desktop,Chrome,Card,US,1,14.0,Yes,Search,3,798,1
171.82,Mobile,Edge,Card,US,3,148.0,No,Ads,1,838,0
276.81,Mobile,Chrome,Card,US,5,348.0,No,Direct,17,387,1
134.76,Desktop,Safari,Card,US,6,281.0,No,Search,9,460,0
4.220000000000001,Mobile,Safari,Card,DE,6,269.0,Yes,Search,9,746,0
10.29,Tablet,Chrome,PayPal,US,6,68.0,No,Direct,5,841,0
55.44,Desktop,Edge,Card,US,7,297.0,Yes,Search,4,1625,0
120.74,Mobile,Firefox,PayPal,US,7,75.0,Yes,Search,13,234,0
116.92,Desktop,Chrome,PayPal,US,7,224.0,Yes,Direct,4,854,0
34.58,Mobile,Chrome,Card,BR,1,150.0,No,Search,0,480,0
63.7,Desktop,Chrome,PayPal,CN,2,225.0,No,Social,23,380,0
16.24,Desktop,Chrome,PayPal,IN,2,124.0,Yes,Search,8,1446,0
80.18,Desktop,Safari,Card,US,6,185.0,No,Search,11,45,0
70.46,Mobile,Edge,PayPal,BR,1,45.0,Yes,Direct,0,1785,0
5.15,Mobile,Chrome,Card,US,4,40.0,Yes,Social,15,315,0
110.95,Mobile,Chrome,Card,US,2,89.0,No,Search,23,1646,0
64.04,Desktop,Chrome,Card,FR,3,701.0,No,Search,19,404,0
34.2,Desktop,Chrome,Card,CN,3,277.0,No,Search,18,681,0
2.130000000000001,Tablet,Safari,PayPal,FR,7,166.0,No,Ads,14,1350,0
60.64,Mobile,Firefox,Card,CN,4,154.0,No,Social,7,278,0
52.07,Desktop,Chrome,Card,CN,6,369.0,No,Social,0,1766,0
7.600000000000001,Mobile,Safari,PayPal,US,3,89.0,No,Direct,4,1614,0
35.17,Mobile,Other,Card,US,6,134.0,Yes,Direct,17,754,0
178.46,Mobile,Chrome,Card,US,2,79.0,Yes,Social,14,981,0
80.01,Mobile,Firefox,Card,US,2,171.0,Yes,Search,21,1179,0
52.79,Mobile,Other,BankTransfer,IN,4,96.0,No,Search,2,1335,0
-1.5700000000000005,Desktop,Chrome,PayPal,US,5,30.0,No,Search,4,1053,0
101.86,Tablet,Chrome,Card,BR,1,96.0,No,Ads,2,3,0
4.210000000000001,Mobile,Chrome,Card,US,3,182.0,No,Search,21,112,0
101.13,Desktop,Edge,Card,Other,4,31.0,Yes,Search,14,166,1
29.48,Desktop,Chrome,Card,Other,6,112.0,No,Search,0,1366,0
3.86,Mobile,Chrome,Card,UK,7,65.0,Yes,Search,0,325,0
14.77,Mobile,Safari,Card,BR,5,365.0,No,Search,2,774,0
-1.1099999999999994,Desktop,Firefox,Card,CN,1,32.0,Yes,Search,2,90,0
74.58,Mobile,Firefox,Card,DE,4,180.0,Yes,Social,6,895,0
9.14,Mobile,Safari,PayPal,CN,2,225.0,No,Social,0,1057,0
21.13,Desktop,Chrome,PayPal,Other,7,347.0,Yes,Search,13,877,0
75.78,Desktop,Firefox,Card,BR,6,141.0,No,Search,10,1104,0
16.84,Desktop,Safari,PayPal,DE,2,26.0,No,Direct,9,1581,0
45.2,Desktop,Chrome,PayPal,Other,5,263.0,Yes,Social,15,1622,0
